circuit,gender,year,attacks,kills,errors,aces,serve_errors,blocks,digs,win
AVP,W,2004,45,22,8,0,4,2,11,lose
AVP,W,2004,67,26,19,6,5,0,15,lose
AVP,W,2004,38,24,8,4,3,4,13,lose
AVP,W,2004,39,22,6,1,2,1,12,lose
AVP,W,2004,51,19,8,1,3,6,18,lose
AVP,W,2004,51,25,8,2,7,1,10,lose
AVP,W,2004,35,12,3,1,2,0,11,lose
AVP,W,2004,52,29,8,4,3,2,28,lose
AVP,W,2004,60,25,17,0,1,2,23,lose
AVP,W,2004,43,23,5,1,6,0,9,lose
AVP,W,2004,46,22,3,0,4,4,10,lose
AVP,W,2004,55,31,11,3,3,2,27,lose
AVP,W,2004,62,32,8,2,8,3,25,lose
AVP,W,2004,56,24,7,0,4,2,13,lose
AVP,W,2004,47,21,5,3,3,2,16,lose
AVP,W,2004,67,24,8,4,3,2,30,lose
AVP,W,2004,59,25,10,0,1,3,18,lose
AVP,W,2004,50,17,6,1,2,2,6,lose
AVP,W,2004,42,20,4,0,5,3,18,lose
AVP,W,2004,57,24,13,0,2,0,21,lose
AVP,W,2004,41,21,12,0,3,4,26,lose
AVP,M,2004,53,26,11,1,1,6,16,lose
AVP,M,2004,43,26,9,4,4,0,7,lose
AVP,M,2004,48,29,13,2,4,2,10,lose
AVP,M,2004,66,36,11,0,0,4,30,lose
AVP,M,2004,54,12,7,0,1,1,26,lose
AVP,M,2004,40,20,10,0,2,1,7,lose
AVP,M,2004,46,21,7,2,1,5,14,lose
AVP,M,2004,57,26,12,1,3,1,20,lose
AVP,M,2004,57,25,7,1,2,4,15,lose
AVP,M,2004,45,29,10,1,3,1,16,lose
AVP,M,2004,59,25,8,0,5,6,23,lose
AVP,M,2004,42,23,10,2,4,1,9,lose
AVP,M,2004,69,30,12,0,0,7,24,lose
AVP,M,2004,58,34,10,3,4,6,8,lose
AVP,M,2004,41,17,13,2,5,1,15,lose
AVP,M,2004,55,22,16,0,4,3,10,lose
AVP,M,2004,35,14,5,1,4,2,5,lose
AVP,M,2004,51,23,11,0,1,6,10,lose
AVP,M,2004,56,27,13,1,2,4,15,lose
AVP,M,2004,47,23,9,0,2,2,12,lose
AVP,M,2004,48,25,9,1,0,4,12,lose
AVP,M,2004,74,35,15,3,2,8,31,lose
AVP,M,2004,40,23,5,0,2,0,10,lose
AVP,M,2004,55,29,8,2,6,3,17,lose
AVP,M,2004,46,21,16,0,3,4,10,lose
AVP,M,2004,69,39,5,0,6,6,17,lose
AVP,M,2004,63,32,18,3,3,3,23,lose
AVP,M,2004,73,38,12,2,1,5,28,lose
AVP,M,2004,57,37,6,2,2,1,10,lose
AVP,M,2004,69,39,10,1,1,2,30,lose
AVP,M,2004,71,40,8,3,6,1,15,lose
AVP,M,2004,49,26,11,4,4,5,10,lose
AVP,M,2004,70,25,13,1,4,1,29,lose
AVP,M,2004,62,30,4,3,1,9,15,lose
AVP,M,2004,46,17,9,3,5,1,7,lose
AVP,M,2004,50,27,7,0,6,2,18,lose
AVP,M,2004,52,18,10,0,0,4,9,lose
AVP,M,2004,64,31,13,0,3,15,19,lose
AVP,M,2004,58,28,12,2,1,3,16,lose
AVP,M,2004,50,19,9,0,2,4,12,lose
AVP,M,2004,66,31,12,0,6,4,21,lose
AVP,M,2004,81,38,8,0,7,8,14,lose
AVP,M,2004,64,30,11,0,3,0,23,lose
AVP,M,2004,42,24,9,2,2,4,8,lose
AVP,M,2004,51,19,14,0,1,5,22,lose
AVP,W,2004,43,19,6,1,5,1,15,lose
AVP,W,2004,0,0,0,4,0,0,0,lose
AVP,W,2004,37,16,10,4,1,2,12,lose
AVP,W,2004,55,24,9,4,6,3,25,lose
AVP,W,2004,70,40,8,2,5,1,25,lose
AVP,W,2004,39,18,7,0,6,5,11,lose
AVP,W,2004,44,22,7,4,4,3,13,lose
AVP,W,2004,39,13,10,0,7,0,4,lose
AVP,W,2004,38,19,8,1,2,4,5,lose
AVP,W,2004,43,18,9,2,5,0,12,lose
AVP,W,2004,58,24,11,2,4,3,22,lose
AVP,W,2004,47,18,4,1,3,0,12,lose
AVP,W,2004,66,32,11,4,6,2,19,lose
AVP,W,2004,60,33,8,5,5,0,22,lose
AVP,W,2004,39,12,8,0,2,2,5,lose
AVP,W,2004,39,15,8,0,3,0,7,lose
AVP,W,2004,38,19,7,1,2,1,9,lose
AVP,W,2004,61,26,6,2,1,3,14,lose
AVP,W,2004,46,23,3,1,5,2,10,lose
AVP,W,2004,37,22,6,2,7,4,7,lose
AVP,W,2004,58,26,8,3,6,1,19,lose
AVP,W,2004,36,17,4,1,4,1,11,lose
AVP,W,2004,38,22,6,1,1,1,8,lose
AVP,W,2004,37,17,6,2,4,2,13,lose
AVP,W,2004,64,26,2,2,2,3,19,lose
AVP,W,2004,51,23,9,5,3,1,17,lose
AVP,W,2004,34,21,7,1,2,2,8,lose
AVP,W,2004,39,19,9,4,4,2,11,lose
AVP,W,2004,53,24,7,4,4,10,21,lose
AVP,W,2004,45,20,6,0,1,0,15,lose
AVP,W,2004,32,12,5,1,4,2,12,lose
AVP,W,2004,72,33,11,2,3,0,28,lose
AVP,W,2004,60,28,11,1,6,0,20,lose
AVP,W,2004,88,43,8,1,7,0,32,lose
AVP,W,2004,65,35,7,0,4,3,17,lose
AVP,W,2004,52,23,10,1,6,0,16,lose
AVP,W,2004,58,25,8,1,4,1,16,lose
AVP,W,2004,72,37,13,3,4,3,30,lose
AVP,W,2004,69,34,6,1,4,4,22,lose
AVP,W,2004,41,19,7,1,3,1,12,lose
AVP,W,2004,53,25,5,1,1,6,11,lose
AVP,W,2004,48,22,12,2,6,1,10,lose
AVP,M,2004,37,19,9,0,1,1,9,lose
AVP,M,2004,52,34,5,0,6,2,11,lose
AVP,M,2004,34,12,9,2,1,1,50,lose
AVP,M,2004,52,17,9,1,7,3,12,lose
AVP,M,2004,43,25,4,1,6,1,9,lose
AVP,M,2004,39,27,2,0,6,1,6,lose
AVP,M,2004,57,41,12,0,4,2,16,lose
AVP,M,2004,38,17,7,0,4,0,8,lose
AVP,M,2004,46,25,9,0,3,2,3,lose
AVP,M,2004,40,18,15,0,0,1,14,lose
AVP,M,2004,42,22,5,0,1,1,13,lose
AVP,M,2004,43,20,4,1,5,2,5,lose
AVP,M,2004,58,14,11,2,8,0,7,lose
AVP,M,2004,38,16,10,0,4,1,5,lose
AVP,M,2004,52,36,10,1,4,0,9,lose
AVP,M,2004,41,23,13,1,6,2,3,lose
AVP,M,2004,39,19,7,0,2,1,11,lose
AVP,M,2004,43,16,12,0,2,9,15,lose
AVP,M,2004,55,30,5,0,0,3,13,lose
AVP,M,2004,68,29,14,1,1,4,10,lose
AVP,M,2004,63,34,14,4,2,1,14,lose
AVP,M,2004,52,28,6,2,4,2,15,lose
AVP,M,2004,34,17,13,0,5,1,19,lose
AVP,M,2004,48,18,18,1,4,2,9,lose
AVP,M,2004,39,13,13,1,3,1,7,lose
AVP,M,2004,41,16,12,0,4,3,6,lose
AVP,M,2004,57,33,11,0,4,8,10,lose
AVP,M,2004,56,30,11,0,3,2,12,lose
AVP,M,2004,67,36,12,1,5,0,14,lose
AVP,M,2004,82,37,15,1,3,10,18,lose
AVP,M,2004,57,17,4,0,3,7,7,lose
AVP,M,2004,56,30,8,3,5,3,11,lose
AVP,M,2004,41,21,5,0,3,2,8,lose
AVP,M,2004,48,23,13,2,6,3,9,lose
AVP,M,2004,39,25,7,2,3,2,11,lose
AVP,M,2004,80,47,16,1,7,2,27,lose
AVP,M,2004,54,24,12,1,2,5,17,lose
AVP,M,2004,56,28,2,3,3,3,23,lose
AVP,M,2004,59,33,9,2,5,2,12,lose
AVP,M,2004,52,27,7,1,4,2,10,lose
AVP,M,2004,40,19,13,2,8,0,10,lose
AVP,M,2004,39,20,12,0,7,2,8,lose
AVP,M,2004,61,31,12,1,2,3,10,lose
AVP,M,2004,40,22,13,0,5,4,20,lose
AVP,M,2004,39,26,10,1,6,2,3,lose
AVP,M,2004,56,31,5,0,0,2,15,lose
AVP,M,2004,76,35,19,0,3,9,22,lose
AVP,M,2004,62,32,9,0,2,7,16,lose
AVP,M,2004,78,32,9,0,1,4,23,lose
AVP,M,2004,57,20,15,0,2,4,11,lose
AVP,M,2004,58,34,6,0,2,6,21,lose
AVP,M,2004,52,26,2,0,0,4,16,lose
AVP,M,2004,58,36,8,1,7,7,8,lose
AVP,W,2004,43,11,14,0,2,4,3,lose
AVP,W,2004,48,24,8,2,1,2,37,lose
AVP,W,2004,29,22,6,1,0,3,10,lose
AVP,W,2004,48,19,5,2,3,2,11,lose
AVP,W,2004,37,26,6,1,0,0,14,lose
AVP,W,2004,66,34,10,2,7,3,82,lose
AVP,W,2004,29,19,10,0,5,0,15,lose
AVP,W,2004,32,14,6,0,3,3,9,lose
AVP,W,2004,57,25,11,3,2,5,20,lose
AVP,W,2004,38,17,7,1,1,0,52,lose
AVP,W,2004,30,13,6,2,0,1,24,lose
AVP,W,2004,40,15,12,2,1,1,8,lose
AVP,W,2004,41,16,4,0,1,2,18,lose
AVP,W,2004,58,33,3,4,4,4,14,lose
AVP,W,2004,30,19,3,3,4,3,7,lose
AVP,W,2004,39,12,7,0,2,0,44,lose
AVP,W,2004,57,16,12,0,5,0,17,lose
AVP,W,2004,60,24,2,2,4,4,25,lose
AVP,W,2004,58,24,4,2,3,0,21,lose
AVP,W,2004,57,22,8,0,5,1,19,lose
AVP,W,2004,40,21,8,0,4,0,8,lose
AVP,W,2004,70,28,5,2,2,1,31,lose
AVP,W,2004,34,17,2,1,2,0,6,lose
AVP,W,2004,50,18,14,1,4,2,15,lose
AVP,W,2004,49,18,13,1,1,0,14,lose
AVP,W,2004,49,29,5,1,3,0,19,lose
AVP,W,2004,19,8,2,1,1,0,3,lose
AVP,W,2004,58,35,7,0,6,2,11,lose
AVP,W,2004,46,15,9,0,3,0,9,lose
AVP,W,2004,40,20,10,1,4,0,12,lose
AVP,W,2004,60,26,10,6,3,11,25,lose
AVP,W,2004,39,15,10,0,3,0,47,lose
AVP,W,2004,55,19,10,3,0,1,23,lose
AVP,W,2004,64,27,8,3,3,2,21,lose
AVP,W,2004,53,25,6,0,2,3,58,lose
AVP,W,2004,47,21,12,2,1,2,22,lose
AVP,W,2004,43,20,5,1,4,1,10,lose
AVP,W,2004,46,21,7,5,5,0,26,lose
AVP,W,2004,34,17,3,0,1,4,17,lose
AVP,W,2004,80,38,3,1,7,0,36,lose
AVP,W,2004,26,17,4,6,3,0,21,lose
AVP,W,2004,42,15,3,0,0,1,9,lose
AVP,W,2004,45,23,4,1,7,2,25,lose
AVP,W,2004,40,22,7,2,0,3,27,lose
AVP,W,2004,33,8,7,2,2,1,11,lose
AVP,W,2004,34,17,4,3,3,3,10,lose
AVP,W,2004,53,34,8,1,4,2,9,lose
AVP,W,2004,42,16,6,2,2,2,8,lose
AVP,W,2004,38,18,3,0,1,3,11,lose
AVP,W,2004,55,22,10,0,2,1,12,lose
AVP,W,2004,65,36,7,3,3,2,25,lose
AVP,W,2004,48,27,5,0,3,0,9,lose
AVP,W,2004,74,41,10,0,3,1,26,lose
AVP,W,2004,50,19,12,0,1,2,6,lose
AVP,M,2004,30,10,10,0,0,0,0,lose
AVP,M,2004,69,39,6,0,4,1,21,lose
AVP,M,2004,56,30,10,3,6,4,20,lose
AVP,M,2004,45,26,9,2,8,0,6,lose
AVP,M,2004,51,28,8,0,3,0,10,lose
AVP,M,2004,53,27,8,1,4,5,12,lose
AVP,M,2004,45,20,14,1,4,2,8,lose
AVP,M,2004,50,25,10,0,1,3,13,lose
AVP,M,2004,48,21,14,2,5,1,12,lose
AVP,M,2004,43,22,9,0,4,7,9,lose
AVP,M,2004,55,29,7,1,3,0,14,lose
AVP,M,2004,42,15,3,0,2,0,15,lose
AVP,M,2004,46,18,13,2,3,1,3,lose
AVP,M,2004,62,33,11,0,8,6,20,lose
AVP,M,2004,58,31,8,4,6,6,15,lose
AVP,M,2004,55,23,7,2,13,2,15,lose
AVP,M,2004,49,23,10,1,1,1,6,lose
AVP,M,2004,62,37,9,2,5,7,16,lose
AVP,M,2004,52,35,5,2,7,4,15,lose
AVP,M,2004,52,28,7,1,5,2,14,lose
AVP,M,2004,67,30,14,1,1,5,14,lose
AVP,M,2004,46,22,4,1,2,3,7,lose
AVP,M,2004,49,25,10,1,4,4,13,lose
AVP,M,2004,40,25,4,1,4,1,5,lose
AVP,M,2004,51,24,9,2,4,1,7,lose
AVP,M,2004,73,40,11,0,1,1,24,lose
AVP,M,2004,50,13,5,1,1,2,9,lose
AVP,M,2004,47,32,4,2,4,2,16,lose
AVP,M,2004,49,28,10,0,0,6,11,lose
AVP,M,2004,54,20,10,1,3,6,14,lose
AVP,M,2004,45,23,5,1,3,3,9,lose
AVP,M,2004,38,15,13,0,5,0,3,lose
AVP,M,2004,55,32,10,0,4,3,13,lose
AVP,M,2004,53,24,3,0,5,6,15,lose
AVP,M,2004,43,20,7,1,3,5,8,lose
AVP,M,2004,44,21,6,0,3,4,8,lose
AVP,M,2004,47,30,4,0,0,1,8,lose
AVP,M,2004,60,33,9,2,3,3,6,lose
AVP,M,2004,48,27,7,0,3,2,11,lose
AVP,M,2004,47,19,9,0,2,4,17,lose
AVP,M,2004,66,33,9,2,3,5,20,lose
AVP,M,2004,40,28,9,0,2,8,4,lose
AVP,M,2004,73,38,5,1,2,8,18,lose
AVP,M,2004,60,30,7,3,3,4,10,lose
AVP,M,2004,46,27,6,2,4,1,6,lose
AVP,M,2004,58,27,9,1,5,0,11,lose
AVP,M,2004,52,24,9,2,1,2,18,lose
AVP,M,2004,26,19,4,1,7,1,3,lose
AVP,M,2004,69,36,17,2,3,6,15,lose
AVP,M,2004,82,33,10,0,2,2,20,lose
AVP,M,2004,48,24,5,0,2,2,18,lose
AVP,M,2004,42,18,14,1,4,1,3,lose
AVP,M,2004,38,18,5,1,1,0,10,lose
AVP,M,2004,79,40,10,2,4,3,20,lose
AVP,M,2004,47,24,7,1,4,8,12,lose
AVP,M,2004,59,30,9,3,6,4,16,lose
AVP,M,2004,44,29,9,0,1,5,13,lose
AVP,M,2004,81,40,13,0,2,6,26,lose
AVP,M,2004,72,36,9,1,7,12,20,lose
AVP,M,2004,57,29,11,0,2,1,17,lose
AVP,W,2004,49,22,3,0,2,0,14,lose
AVP,W,2004,30,9,6,3,0,0,9,lose
AVP,W,2004,33,16,6,2,0,0,12,lose
AVP,W,2004,39,12,8,0,3,1,16,lose
AVP,W,2004,41,15,8,1,0,2,9,lose
AVP,W,2004,35,9,11,0,1,0,5,lose
AVP,W,2004,53,27,7,0,5,1,15,lose
AVP,W,2004,32,13,8,3,1,0,7,lose
AVP,W,2004,63,28,10,1,5,4,17,lose
AVP,W,2004,64,35,9,6,4,0,15,lose
AVP,W,2004,48,18,10,0,1,0,21,lose
AVP,W,2004,35,11,5,1,4,2,9,lose
AVP,W,2004,49,19,8,0,1,1,19,lose
AVP,W,2004,53,26,6,1,7,4,12,lose
AVP,W,2004,74,26,7,2,0,0,36,lose
AVP,W,2004,35,14,6,0,3,0,12,lose
AVP,W,2004,46,21,6,1,1,0,22,lose
AVP,W,2004,76,37,4,1,4,1,24,lose
AVP,W,2004,31,18,6,0,2,0,2,lose
AVP,W,2004,56,28,8,0,1,0,18,lose
AVP,W,2004,48,25,2,1,4,0,17,lose
AVP,W,2004,64,31,10,0,1,0,20,lose
AVP,W,2004,47,22,8,0,0,0,14,lose
AVP,W,2004,54,24,4,1,2,0,12,lose
AVP,W,2004,61,33,4,1,4,3,25,lose
AVP,W,2004,31,12,3,0,2,0,7,lose
AVP,W,2004,58,26,11,1,3,1,18,lose
AVP,W,2004,29,16,8,1,1,2,11,lose
AVP,W,2004,48,20,5,2,0,0,12,lose
AVP,W,2004,37,14,6,1,2,1,10,lose
AVP,W,2004,51,25,6,4,4,1,20,lose
AVP,W,2004,63,29,8,4,9,0,20,lose
AVP,W,2004,22,16,0,3,0,1,6,lose
AVP,W,2004,38,21,6,3,2,1,8,lose
AVP,W,2004,55,22,5,1,1,1,21,lose
AVP,W,2004,32,14,6,2,3,0,7,lose
AVP,W,2004,45,16,7,1,4,0,4,lose
AVP,W,2004,61,20,15,1,2,3,23,lose
AVP,W,2004,29,14,7,2,4,1,2,lose
AVP,W,2004,39,21,4,5,1,0,13,lose
AVP,W,2004,72,29,10,4,4,4,24,lose
AVP,W,2004,49,23,9,4,4,2,13,lose
AVP,W,2004,45,26,4,1,5,2,13,lose
AVP,W,2004,45,18,8,1,5,1,13,lose
AVP,W,2004,46,27,8,3,6,2,10,lose
AVP,W,2004,53,28,6,0,2,1,10,lose
AVP,W,2004,52,23,5,2,1,1,18,lose
AVP,W,2004,71,34,7,2,0,0,31,lose
AVP,W,2004,49,20,9,0,2,0,12,lose
AVP,W,2004,38,24,5,1,3,0,29,lose
AVP,W,2004,57,26,10,1,0,1,21,lose
AVP,W,2004,52,26,5,0,6,7,14,lose
AVP,W,2004,61,27,6,0,2,2,22,lose
AVP,W,2004,44,28,5,0,1,1,7,lose
AVP,W,2004,51,18,6,1,3,4,23,lose
AVP,W,2004,79,41,14,1,5,3,25,lose
AVP,M,2004,44,22,12,2,2,1,7,lose
AVP,M,2004,42,29,3,1,3,1,8,lose
AVP,M,2004,62,31,18,0,2,6,44,lose
AVP,M,2004,43,22,5,0,1,4,5,lose
AVP,M,2004,36,20,7,0,4,7,5,lose
AVP,M,2004,57,28,9,2,4,5,11,lose
AVP,M,2004,55,29,14,0,6,1,13,lose
AVP,M,2004,47,23,9,0,8,0,12,lose
AVP,M,2004,78,37,39,0,0,13,43,lose
AVP,M,2004,48,25,9,0,4,8,8,lose
AVP,M,2004,45,26,3,1,3,1,15,lose
AVP,M,2004,42,18,12,0,3,1,9,lose
AVP,M,2004,25,14,5,1,1,3,19,lose
AVP,M,2004,55,33,8,5,7,1,15,lose
AVP,M,2004,52,23,9,0,4,3,13,lose
AVP,M,2004,60,30,12,0,2,7,15,lose
AVP,M,2004,74,34,20,4,4,4,13,lose
AVP,M,2004,45,22,8,1,0,5,10,lose
AVP,M,2004,70,29,24,0,0,9,21,lose
AVP,M,2004,52,29,13,0,2,4,14,lose
AVP,M,2004,79,37,10,1,2,4,34,lose
AVP,M,2004,49,26,9,1,3,0,8,lose
AVP,M,2004,70,40,14,3,7,2,12,lose
AVP,M,2004,73,37,10,1,4,3,16,lose
AVP,M,2004,42,24,11,3,2,0,13,lose
AVP,M,2004,61,24,5,0,0,3,14,lose
AVP,M,2004,72,42,16,0,3,5,17,lose
AVP,M,2004,66,38,14,4,3,4,9,lose
AVP,M,2004,68,40,10,1,4,2,19,lose
AVP,M,2004,44,23,12,0,3,3,9,lose
AVP,M,2004,26,18,6,0,1,2,4,lose
AVP,M,2004,51,24,27,2,7,7,16,lose
AVP,M,2004,63,29,13,0,2,6,20,lose
AVP,M,2004,74,28,20,1,2,9,23,lose
AVP,M,2004,47,20,14,0,2,2,13,lose
AVP,M,2004,55,19,34,1,4,6,26,lose
AVP,M,2004,41,19,8,2,4,4,9,lose
AVP,M,2004,62,35,25,2,5,11,32,lose
AVP,M,2004,63,26,11,0,4,6,14,lose
AVP,M,2004,55,29,8,2,1,2,15,lose
AVP,M,2004,66,34,14,1,1,6,6,lose
AVP,M,2004,32,15,9,2,3,1,5,lose
AVP,M,2004,46,23,10,1,6,2,9,lose
AVP,M,2004,52,26,15,2,8,7,14,lose
AVP,M,2004,59,25,13,0,5,3,16,lose
AVP,M,2004,44,20,14,1,2,1,3,lose
AVP,M,2004,43,23,10,0,3,1,8,lose
AVP,M,2004,43,23,5,0,2,0,8,lose
AVP,M,2004,45,23,5,0,1,1,8,lose
AVP,M,2004,48,20,10,0,1,3,9,lose
AVP,M,2004,52,30,6,0,2,3,7,lose
AVP,M,2004,45,28,6,1,2,2,4,lose
AVP,M,2004,44,23,3,0,2,1,6,lose
AVP,M,2004,42,23,10,0,8,1,6,lose
AVP,M,2004,37,23,6,0,2,4,6,lose
AVP,M,2004,54,25,13,1,2,0,7,lose
AVP,M,2004,69,38,15,1,3,1,11,lose
AVP,W,2004,71,21,9,4,5,2,16,lose
AVP,W,2004,38,16,6,0,2,0,9,lose
AVP,W,2004,49,21,6,3,3,4,13,lose
AVP,W,2004,64,30,12,4,3,2,28,lose
AVP,W,2004,71,34,12,0,3,1,26,lose
AVP,W,2004,45,21,5,0,0,0,11,lose
AVP,W,2004,50,19,7,5,5,2,19,lose
AVP,W,2004,55,28,9,6,1,2,8,lose
AVP,W,2004,40,18,3,0,2,0,11,lose
AVP,W,2004,55,21,11,4,5,2,13,lose
AVP,W,2004,73,33,12,0,4,1,26,lose
AVP,W,2004,40,20,9,2,6,3,10,lose
AVP,W,2004,49,20,11,1,4,0,13,lose
AVP,W,2004,65,37,6,3,3,2,21,lose
AVP,W,2004,57,26,5,2,5,0,19,lose
AVP,W,2004,43,14,7,0,5,1,9,lose
AVP,W,2004,53,21,10,0,4,1,18,lose
AVP,W,2004,64,26,13,3,4,0,24,lose
AVP,W,2004,43,23,7,1,3,0,8,lose
AVP,W,2004,45,22,9,0,0,1,8,lose
AVP,W,2004,46,21,7,1,2,0,9,lose
AVP,W,2004,39,26,9,1,2,0,12,lose
AVP,W,2004,55,30,8,3,3,1,26,lose
AVP,W,2004,60,30,11,4,4,1,17,lose
AVP,W,2004,56,17,12,1,3,0,19,lose
AVP,W,2004,56,21,8,1,5,0,17,lose
AVP,W,2004,83,42,4,4,4,1,30,lose
AVP,W,2004,79,36,7,0,8,0,24,lose
AVP,W,2004,47,19,5,1,6,1,11,lose
AVP,W,2004,43,18,7,0,5,2,9,lose
AVP,W,2004,35,21,8,1,5,1,7,lose
AVP,W,2004,44,22,4,2,1,1,12,lose
AVP,W,2004,54,31,6,1,4,4,22,lose
AVP,W,2004,48,17,12,2,1,1,9,lose
AVP,W,2004,75,39,9,0,3,5,30,lose
AVP,W,2004,58,28,9,3,5,1,8,lose
AVP,W,2004,49,27,13,1,2,0,11,lose
AVP,W,2004,57,31,7,0,1,3,12,lose
AVP,W,2004,66,37,17,3,5,1,22,lose
AVP,W,2004,86,41,12,3,6,1,29,lose
AVP,W,2004,46,21,11,2,3,0,10,lose
AVP,W,2004,46,21,5,1,1,2,11,lose
AVP,W,2004,64,28,8,3,3,1,28,lose
AVP,W,2004,55,27,13,1,5,2,16,lose
AVP,M,2004,40,26,9,0,0,1,20,lose
AVP,M,2004,35,13,5,0,3,1,15,lose
AVP,M,2004,41,21,14,3,2,1,14,lose
AVP,M,2004,45,15,10,1,2,0,29,lose
AVP,M,2004,83,43,10,0,8,3,31,lose
AVP,M,2004,35,24,11,2,6,6,0,lose
AVP,M,2004,35,22,5,3,4,2,18,lose
AVP,M,2004,39,21,2,0,7,2,4,lose
AVP,M,2004,44,35,6,2,4,5,3,lose
AVP,M,2004,57,32,4,1,2,4,16,lose
AVP,M,2004,63,28,20,2,5,1,32,lose
AVP,M,2004,45,22,16,2,2,1,9,lose
AVP,M,2004,57,29,8,2,8,5,16,lose
AVP,M,2004,48,25,12,0,2,3,9,lose
AVP,M,2004,29,16,7,1,2,2,17,lose
AVP,M,2004,43,21,9,3,0,2,10,lose
AVP,M,2004,59,33,5,1,8,6,15,lose
AVP,M,2004,54,13,11,1,0,0,23,lose
AVP,M,2004,41,21,10,0,3,3,9,lose
AVP,M,2004,53,35,9,0,4,4,11,lose
AVP,M,2004,52,16,10,2,7,6,10,lose
AVP,M,2004,49,22,11,2,4,3,7,lose
AVP,M,2004,60,32,11,6,4,5,20,lose
AVP,M,2004,49,20,15,0,3,2,7,lose
AVP,M,2004,44,17,6,3,3,1,11,lose
AVP,M,2004,43,24,10,3,4,2,13,lose
AVP,M,2004,48,22,7,0,2,6,11,lose
AVP,M,2004,47,24,7,0,5,3,9,lose
AVP,M,2004,60,24,8,0,4,1,13,lose
AVP,M,2004,49,26,7,2,2,1,12,lose
AVP,M,2004,70,44,11,2,7,2,13,lose
AVP,M,2004,45,19,7,0,1,1,13,lose
AVP,M,2004,43,26,3,4,5,7,9,lose
AVP,M,2004,57,30,7,0,6,2,21,lose
AVP,M,2004,50,15,12,1,8,1,14,lose
AVP,M,2004,39,22,11,3,9,2,4,lose
AVP,M,2004,55,21,4,1,3,1,15,lose
AVP,M,2004,53,28,8,1,4,2,18,lose
AVP,M,2004,57,28,6,0,2,3,11,lose
AVP,M,2004,34,27,6,4,2,0,9,lose
AVP,M,2004,56,19,9,1,1,3,22,lose
AVP,M,2004,68,30,10,3,4,2,19,lose
AVP,M,2004,76,33,10,0,1,1,30,lose
AVP,M,2004,36,21,9,0,2,2,3,lose
AVP,M,2004,57,26,8,1,2,5,16,lose
AVP,M,2004,75,36,14,2,4,4,27,lose
AVP,M,2004,42,16,12,4,5,8,5,lose
AVP,M,2004,83,39,20,0,3,2,27,lose
AVP,M,2004,68,40,3,5,16,3,8,lose
AVP,M,2004,70,25,11,3,4,1,8,lose
AVP,M,2004,57,30,7,6,5,4,18,lose
AVP,M,2004,71,18,6,2,1,4,5,lose
AVP,M,2004,34,17,10,0,1,0,4,lose
AVP,M,2004,61,33,4,0,2,6,36,lose
AVP,M,2004,58,24,9,1,5,5,18,lose
AVP,M,2004,55,30,9,0,2,7,18,lose
AVP,M,2004,71,40,7,3,11,1,22,lose
AVP,M,2004,50,27,11,0,1,2,12,lose
AVP,W,2004,53,18,14,2,3,3,10,lose
AVP,W,2004,30,19,6,4,1,7,7,lose
AVP,W,2004,30,9,5,0,0,0,19,lose
AVP,W,2004,36,18,2,3,4,0,6,lose
AVP,W,2004,56,24,10,2,6,4,15,lose
AVP,W,2004,38,18,6,3,15,1,19,lose
AVP,W,2004,35,19,6,0,4,1,11,lose
AVP,W,2004,61,26,8,1,7,4,8,lose
AVP,W,2004,22,10,3,1,2,0,19,lose
AVP,W,2004,73,42,10,3,1,1,7,lose
AVP,W,2004,67,39,10,2,7,5,24,lose
AVP,W,2004,41,13,7,1,2,0,13,lose
AVP,W,2004,68,20,5,1,4,0,27,lose
AVP,W,2004,45,16,13,0,5,3,7,lose
AVP,W,2004,37,10,4,0,4,2,4,lose
AVP,W,2004,45,19,6,1,1,3,12,lose
AVP,W,2004,29,16,4,0,0,0,25,lose
AVP,W,2004,37,19,6,2,3,0,5,lose
AVP,W,2004,58,22,12,1,2,0,18,lose
AVP,W,2004,29,22,4,4,3,3,28,lose
AVP,W,2004,48,12,8,0,3,0,3,lose
AVP,W,2004,37,21,5,1,1,1,13,lose
AVP,W,2004,65,25,13,1,0,1,21,lose
AVP,W,2004,50,9,8,4,3,2,4,lose
AVP,W,2004,60,37,12,4,0,2,10,lose
AVP,W,2004,61,8,4,2,2,0,8,lose
AVP,W,2004,48,18,6,2,3,1,10,lose
AVP,W,2004,42,12,9,1,6,1,13,lose
AVP,W,2004,38,14,7,2,2,0,4,lose
AVP,W,2004,58,10,9,1,4,1,8,lose
AVP,W,2004,28,19,6,3,6,2,6,lose
AVP,W,2004,60,18,11,3,5,0,5,lose
AVP,W,2004,64,38,10,7,11,2,15,lose
AVP,W,2004,48,10,7,0,3,2,3,lose
AVP,W,2004,48,31,9,5,6,5,12,lose
AVP,W,2004,46,39,4,1,3,2,30,lose
AVP,W,2004,44,16,10,1,2,0,9,lose
AVP,W,2004,51,16,7,0,2,0,11,lose
AVP,W,2004,58,39,2,0,3,0,32,lose
AVP,W,2004,25,16,4,0,3,2,0,lose
AVP,W,2004,50,14,8,0,7,0,4,lose
AVP,W,2004,57,32,9,3,4,1,15,lose
AVP,W,2004,59,21,4,2,2,1,2,lose
AVP,W,2004,50,26,9,0,1,1,10,lose
AVP,M,2004,39,16,10,1,6,1,10,lose
AVP,M,2004,54,27,4,3,1,6,12,lose
AVP,M,2004,48,26,5,0,4,0,16,lose
